Kingdom	Phylum	Class	Order	Family	Genus	Species
OTUF_2654	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_2655	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Entolomataceae	g__Entoloma	s__sericeum
OTUF_2656	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2660	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Diversisporaceae	NA	NA
OTUF_2661	k__Fungi	p__Kickxellomycota	c__Kickxellomycetes	o__Kickxellales	f__Kickxellaceae	g__Ramicandelaber	s__taiwanensis
OTUF_2663	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliales_fam_Incertae_sedis	g__Vermispora	s__fusarina
OTUF_2664	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_2666	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Pholiota	s__squarrosa
OTUF_2667	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2668	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_2670	k__Fungi	p__Basidiomycota	c__Ustilaginomycetes	o__Ustilaginales	f__Ustilaginaceae	NA	NA
OTUF_2671	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2674	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2675	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_2676	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Thelonectria	s__rubi
OTUF_2677	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_2679	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	o__Agaricostilbales	NA	NA	NA
OTUF_2680	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	NA	NA
OTUF_2681	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Podospora	s__intestinacea
OTUF_2682	k__Fungi	p__Ascomycota	c__Eurotiomycetes	NA	NA	NA	NA
OTUF_2683	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	NA	NA	NA
OTUF_2686	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
OTUF_2688	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	NA	NA	NA
OTUF_2689	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
OTUF_2691	k__Fungi	p__Mortierellomycota	NA	NA	NA	NA	NA
OTUF_2693	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_2695	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Rhynchogastremataceae	g__Papiliotrema	NA
OTUF_2696	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Magnaporthales	f__Magnaporthaceae	NA	NA
OTUF_2697	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_2698	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2700	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	NA	NA
OTUF_2703	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2708	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
OTUF_2709	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	NA	NA	NA
OTUF_2710	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2711	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	NA	NA	NA
OTUF_2712	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Spizellomycetaceae	g__Kochiomyces	NA
OTUF_2714	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
OTUF_2715	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_2716	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_2717	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Funneliformis	NA
OTUF_2719	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_2720	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Articulospora	NA
OTUF_2727	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Paurocotylis	NA
OTUF_2728	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2729	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	NA	NA	NA
OTUF_2732	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_2734	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	NA	NA
OTUF_2735	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__Cladosporium	s__sphaerospermum
OTUF_2738	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Paracremonium	NA
OTUF_2739	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	NA	NA
OTUF_2743	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2744	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Sympoventuriaceae	g__Scolecobasidium	s__constrictum
OTUF_2746	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_2748	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryomycetes_ord_Incertae_sedis	f__Chrysozymaceae	g__Hamamotoa	s__lignophila
OTUF_2752	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_2755	k__Fungi	p__Basidiobolomycota	c__Basidiobolomycetes	o__Basidiobolales	f__Basidiobolaceae	g__Basidiobolus	s__ranarum
OTUF_2756	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Chaetosphaeriales	f__Chaetosphaeriaceae	g__Chloridium	NA
OTUF_2758	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	NA	NA
OTUF_2759	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Ascobolaceae	g__Ascobolus	NA
OTUF_2760	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
OTUF_2762	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	NA
OTUF_2764	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_2765	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Mrakiaceae	g__Udeniomyces	s__pyricola
OTUF_2766	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Sympoventuriaceae	g__Ochroconis	NA
OTUF_2767	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	NA	NA	NA
OTUF_2776	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2777	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	NA	NA	NA
OTUF_2778	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2780	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_2783	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	NA	NA
OTUF_2784	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2789	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_2792	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	NA
OTUF_2793	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2794	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Phomatosporales	f__Phomatosporaceae	g__Phomatospora	s__striatigera
OTUF_2795	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Pseudaleuria	NA
OTUF_2796	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
OTUF_2803	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Stephanosporaceae	NA	NA
OTUF_2805	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Leucosporidiales	f__Leucosporidiaceae	g__Leucosporidium	s__golubevii
OTUF_2806	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2811	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	NA	NA
OTUF_2812	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_2817	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
OTUF_2818	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_2820	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Bolbitiaceae	g__Conocybe	s__velutipes
OTUF_2821	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
OTUF_2822	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiales	f__Cystobasidiaceae	g__Cystobasidium	s__pinicola
OTUF_2826	k__Fungi	p__Ascomycota	c__Taphrinomycetes	o__Taphrinales	f__Protomycetaceae	g__Protomyces	s__inouyei
OTUF_2828	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2830	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2835	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2836	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Diversisporaceae	g__Diversispora	NA
OTUF_2837	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_2838	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	g__Ceratobasidium	NA
OTUF_2839	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2840	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
OTUF_2843	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Claroideoglomeraceae	g__Claroideoglomus	s__claroideum
OTUF_2848	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_2850	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2852	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2853	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Claroideoglomeraceae	NA	NA
OTUF_2854	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2855	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	NA	NA
OTUF_2856	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lentitheciaceae	g__Pleurophoma	NA
OTUF_2857	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_2858	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2859	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2860	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	NA	NA	NA
OTUF_2861	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2862	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_2864	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_2868	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	NA	NA	NA
OTUF_2869	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Heterogastridiales	f__Heterogastridiaceae	g__Pycnopulvinus	s__aurantiacus
OTUF_2870	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Lasiosphaeris	s__hispida
OTUF_2872	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiomycetes_ord_Incertae_sedis	f__Buckleyzymaceae	g__Buckleyzyma	s__aurantiaca
OTUF_2874	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
OTUF_2875	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_2876	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Arthrobotrys	s__oligospora
OTUF_2879	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
OTUF_2881	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_2882	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_2883	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_2884	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2886	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2888	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_2891	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA
OTUF_2893	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Spizellomycetaceae	g__Spizellomyces	s__dolichospermus
OTUF_2894	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	NA
OTUF_2896	k__Fungi	p__Kickxellomycota	c__Kickxellomycetes	o__Kickxellales	f__Kickxellaceae	g__Ramicandelaber	s__taiwanensis
OTUF_2899	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_2900	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Claroideoglomeraceae	g__Claroideoglomus	NA
OTUF_2904	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_2905	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2908	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2911	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2912	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	NA	NA
OTUF_2913	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_2914	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_2918	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleomassariaceae	NA	NA
OTUF_2919	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Funneliformis	NA
OTUF_2920	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA
OTUF_2922	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_2923	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_2927	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Diversisporaceae	g__Diversispora	s__celata
OTUF_2930	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2932	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
OTUF_2933	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Dominikia	s__iranica
OTUF_2934	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA
OTUF_2941	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	g__Cryptosporiopsis	NA
OTUF_2945	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	NA	NA	NA
OTUF_2946	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_2947	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	NA
OTUF_2948	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2949	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Dichotomopilus	s__pratensis
OTUF_2955	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Scutellinia	NA
OTUF_2956	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_2957	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
OTUF_2958	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Diversisporaceae	NA	NA
OTUF_2961	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_2966	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Lycoperdaceae	g__Lycoperdon	NA
OTUF_2967	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2970	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Claroideoglomeraceae	g__Claroideoglomus	NA
OTUF_2971	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_2972	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2973	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_2974	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	o__Agaricostilbales	f__Chionosphaeraceae	NA	NA
OTUF_2975	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_2979	k__Fungi	p__Glomeromycota	c__Glomeromycetes	NA	NA	NA	NA
OTUF_2982	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Onygenales_fam_Incertae_sedis	g__Chrysosporium	s__lobatum
OTUF_2986	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__Archaeosporaceae	NA	NA
OTUF_2991	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Powellomycetaceae	g__Powellomyces	s__hirtus
OTUF_2996	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_2997	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Trichomeriaceae	g__Knufia	s__endospora
OTUF_3000	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_3001	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
OTUF_3002	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Filobasidiaceae	g__Filobasidium	s__wieringae
OTUF_3005	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_3006	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	g__Serendipita	s__herbamans
OTUF_3011	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_3015	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_3018	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_3019	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_3021	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_3024	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	NA
OTUF_3025	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_3028	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_3030	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_3033	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Funneliformis	s__coronatum
OTUF_3034	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
OTUF_3036	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_3037	k__Fungi	p__Entomophthoromycota	c__Entomophthoromycetes	o__Entomophthorales	f__Ancylistaceae	g__Conidiobolus	s__coronatus
OTUF_3039	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_3040	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_3041	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	f__Rhizophydiaceae	g__Rhizophydium	s__brooksianum
OTUF_3042	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Pyrenophora	s__tritici-repentis
OTUF_3046	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	NA	NA	NA
OTUF_3047	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_3048	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_3049	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	s__subeffusum
OTUF_3051	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_3052	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Diversisporaceae	g__Diversispora	NA
OTUF_3053	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_3055	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__paraensis
OTUF_3058	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Phoma	s__aloes
OTUF_3059	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_3060	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	NA	NA	NA
OTUF_3061	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Diversisporaceae	NA	NA
OTUF_3062	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_3064	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_3066	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Sagenomella	s__oligospora
OTUF_3067	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_3070	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	NA	NA	NA
OTUF_3072	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_3073	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
OTUF_3074	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__Archaeosporaceae	NA	NA
OTUF_3075	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Cistella	s__albidolutea
OTUF_3076	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_3079	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_3082	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_3083	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_3084	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_3087	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Leptospora	s__rubella
OTUF_3089	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	NA	NA
OTUF_3091	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Claroideoglomeraceae	g__Claroideoglomus	NA
OTUF_3092	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_3094	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Heterogastridiales	f__Heterogastridiaceae	g__Pycnopulvinus	s__aurantiacus
OTUF_3097	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Funneliformis	s__geosporum
OTUF_3100	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_3102	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA
OTUF_3103	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_3104	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_3109	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_3110	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_3112	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	NA	NA	NA
OTUF_3113	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	NA	NA	NA
OTUF_3117	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_3119	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
OTUF_3120	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Flagelloscypha	s__minutissima
OTUF_3121	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Claroideoglomeraceae	NA	NA
OTUF_3122	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Microcera	s__larvarum
OTUF_3125	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_3126	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Piskurozymaceae	g__Solicoccozyma	s__aeria
OTUF_3128	k__Fungi	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Mucoraceae	g__Mucor	s__racemosus
OTUF_3130	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_3134	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Minutisphaerales	f__Minutisphaeraceae	g__Minutisphaera	s__japonica
OTUF_3136	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	NA
OTUF_3138	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_3140	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_3142	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_3143	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_3144	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	g__Ceratobasidium	NA
OTUF_3147	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_3150	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Funneliformis	NA
OTUF_3151	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	NA	NA
OTUF_3152	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiales	f__Cystobasidiaceae	g__Cystobasidium	NA
OTUF_3156	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Tubaria	s__minima
OTUF_3157	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__Gamsia	s__simplex
OTUF_3158	k__Fungi	p__Glomeromycota	NA	NA	NA	NA	NA
OTUF_3159	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Parasola	s__kuehneri
OTUF_3160	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_3161	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_3162	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_3167	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	s__terricola
OTUF_3168	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_3171	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_3173	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Spizellomycetaceae	g__Spizellomyces	s__dolichospermus
